id,text,domain,category,FinalOff,FinalCB
 text,domain,category,FinalOff,FinalCB
 كما تعد اكبر مصدر نفط لكيان الصهيوني حيث تزوده بحوالي من الاستهلاك السنوي ويصل النفط الاذربيجاني لتل ابيب عن طريق خط انابيب يمر عبر وتقوم شركه النفط الحكوميه لجمهوريه اذربيجان باعمال التنقيب عن النفط والغاز قباله سواحل فلسطين المحتله,News,Racial,no,no
 فلسطينيون ينظمون وقفه لدعاء لامير الراحل طيب اله ثراه,News,Racial,no,no
 منهل عزيز رءوف الحبوبي امينا لبغداد علاء جواد حميد رءيسا لهيءه النزاه مصطفي غالب محافظا لبنك المركزي,News,Sexual,no,no
 الهم انزل شفاءك علي من مسه الضر واجبر من انهكه الوجع الهم اشف وعاف والدي ومرضي المسلمين ️,News,Racial,no,no
 الحمدله علي الامريكي ولا عزاء لستور الفشل,Gaming,Intelligence,yes,no
 لبنان سويسرا الشرق جمالا و كمالا لكنه اليوم بعد وضع كيان غاصب بمحاذاه جنوبه و كسره و دحره اصبح قبله العالم بنصره و عزه و يحاول من شوه جماله ان يعيق كماله بقوته هيهات ان تنالوا من هذه القوه و في يوم اعلن الولاء و الوفاء لسيد امين عام الشهداء و الشرفاء,News,Appearance,no,no
 الاعتماد والامل الكلي في هذا الفريق الساذج بالمدرب النكره الارعن العين هو يتمحور في اليو العظيم,Sports,Racial,yes,yes
 شكرا علي التعزيه الخالصه في الوقت نفسه لم نشاهد فلسطيني يعزي شعب وشعوب بوفاه الشيخ رحمه اله عديمين الوفاء,News,Racial,yes,no
 اتوقع ان مافي احد يكون فاضي مثلي ويخلص التحديات كامله,Gaming,Sexual,no,no
 همجي متخلف متي نرتقي باسلوبنا,Gaming,Intelligence,yes,yes
 خادم الحرمين الشريفين يوجه باقامه صلاه الغاءب علي رحمه اله,News,Racial,no,no
 وقبل اسبوع فشل الرسمي والاعلامي في الحصول علي حقيقه بشان انفجار عين قانا وهي قد لا تكشف ابدا لكن الاكيد ان ايران تملا لبنان عبر حزبها الارهابي بمءات الالاف من الصواريخ وكل لبناني لا يعرف كيف هو المستقبل لانا اجبرنا علي ان نكون مستعمره ايرانيه,News,Intelligence,no,no
 الاتصال الهاتفي الذي اجراه الشيخ ال نهيان ولي عهد بالرءيس المصري عبد الفتاح حمل دعما غير محدود لقمع التظاهرات المطالبه ب اسقاط النظام التفاصيل كامله,News,Racial,no,no
 فاشل فاشل فاشل حتي بالقراه,Celebrities,Intelligence,yes,yes
 يعشقون وهو كافر 😒 ويعشقون وهو كافر 😒 ويعشقون وهو كافر 😒 طيب انا ☺ 😅 😂,Sports,Racial,yes,yes
 مستشفي الهمشري حالات ايجابيه من فحوصات مخالطين لاحد مصابي عين الحلوه,News,Appearance,no,no
 لكل فارس جواد ولكل جواد كبوه مادري علي شنو جبته,News,Sexual,no,no
 خاين السراج كلب الاغا استقال يا مينز تكبير 😂,News,Appearance,yes,yes
 واصدر الرءيس عبد الفتاح السيسي قرار رقم لسنه بدعوه مجلس النواب لانعقاد لدور الانعقاد السادس من الفصل التشريعي الاول في الساعه الثانيه عشره ظهر يوم الخميس الاول من اكتوبر وربنا يستر الهم انصرنا وكن معنا ولا تكن علينا يا اله,News,Racial,no,no
 و حياه امك,Celebrities,Sexual,no,yes
 مراسل قتلي وقوع اصابات حرجه جراء قصف صاروخي قرب مطار,News,Racial,no,no
 اطلاق نار علي احد مراكز الجيش واستشهاد عسكرين اثنين,Celebrities,Racial,no,no
 انتهي لتو في قناه برنامج ركز قبل مناظره علي امكانيه تزوير الانتخابات باختيار مجموعه من بلطجيه ترامب كل الهوسه تخليك تعتقد ان الانتخابات في عاصمه عربيه 😂 😂 😂 ملاحظه تري واله محد ساءل عنكم الاثنان يشتغلان لمصالح اميركا وشفطكم,News,Racial,no,yes
 بعد طرح الوزير البريطاني الفكره بعام واحد تداعي قاده و و الي القاهره لمناقشه فكره توثيق التعاون بين البلدان العربيه لتبدا بعد اشهر مشاورات عربيه انضم اليها مثلوا و و و,News,Racial,no,no
 نتانياهو يبشر بانفجار جديد في وبحلف عربي اسراءيلي,News,Racial,no,no
 انصدمت يوم مات الغبيه,Gaming,Intelligence,yes,yes
 كميه غباء مو طبيعي بالمتنمرين الشي اسمه قضاء وقدر ليش تفرون مصايبكم عنده عمره ما اذي حد وطول عمره يحب السلام,Celebrities,Intelligence,yes,yes
 احد الكويتين يضع نصب تذكاري امام منزله لخارطه فلسطين كامله اي واله الشهامه لها رجالها,News,Racial,no,no
 لم يكن مجرد حاكم فقد كان سمو رحمه اله ابا حنونا عزيزا علي كل كويتي فاحبه الكويتيون واجتمعوا حوله وساروا خلفه واثقين في عدله ونزاهته وحكمته مستظلين بانسانيته التي وسعت العالم كله لسنا كويتين لكن اهلنا في نقلوا لنا احساسيسهم فاحبنا اميرهم وفجعنا لفقده,News,Appearance,no,no
 بما ان اصبحت متداول الناس في مواقع التواصل هذا يءكد مدي نجاح شهرتها ليس من ناحيه المحتوي بل متطلب الواقع و من وجه نظري لكل شخص حاب ينشهر باسرع وقت في مجتمعنا فقط كل ما عليه يقدم لنا محتوي فاشل و بعد حين سنجح اغلب مجتمعنا يحارب الناجح و يدعم الفاشل,Celebrities,Intelligence,yes,no
 باجر ولده يجيب لكم اسراءليات شماحيط وتمارسون الدعاره وتنسون الكضيه 😂,News,Sexual,yes,yes
 بل هم جهال في الواقع فتبقي الامه شكلها شكل المتعلمه وحقيقتها انها جاهله فيكون في ذلك خيانه لامه كلها ودمار لمجتمع,News,Appearance,yes,yes
 اخر واحد كلب,Gaming,Appearance,yes,yes
 لقد خاب امل البنانين الذين راهنوا علي بدء التغير بعدما فشل تاليف الحكومه واعتذر الرءيس المكلف واصبحت البلاد امام المجهول,News,Intelligence,no,no
 شقفه كذاب منافق دجال المقاومه يناقض نفسه بنفسه فكل مره يطل فيها يكذب خطاب قديم له اسفي علي من يثق بهذا الخسيس البعيد كل البعد عن دين الاسلام,News,Racial,yes,yes
 يحق فوزا ثمينا علي في مباراه مجنونه,Sports,Racial,no,no
 هذا شان دول كبري اما دوله العصابات والمافيا فهي اخر من يتكلم,News,Intelligence,no,no
 بفضل اله كنت اكر ان صهيون العرب واخطر من الكيان الصهيوني نفسه,News,Racial,yes,yes
 نصر اله لماكرون نحن لا نمارس التخويف لكن دول عربيه تحميها وصديقه لك لا يتجرا احد فيها ان يكتب تغريده,News,Racial,no,no
 واله نفسي فيها بس خايف مافيها لغه عربيه والاستورات العربيه مافيها العرض,Gaming,Racial,no,no
 اردوغان وجونسون يتباحثان في اتصال هاتفي العلاقات بين تركيا وبريطانيا والتطورات شرقي البحر المتوسط والتوتر بين ارمينيا واذربيجان وقضايا اقليميه اخري,News,Racial,no,no
 يا خونه يا قذرين,News,Sexual,yes,yes
 دا مش مهرجان سينماءي لا دا مهرجان قلع يا جدعان نفسي اعرف ايه العاءد الي ب يعود عليهم من القرف الي احنا بنشوفه دا,Celebrities,Racial,yes,yes
 شكل الحلاقه عامله شغل مع صلاح 😂 عالمي يابني ️ 🌹,Sports,Appearance,no,no
 اله يلعن صباحك يا جبران باسيل انت و عمك,News,Racial,yes,yes
 بعد كلام سقط الجميع في وفي الخارج بالضربه القاضيه بلغه الجلد الناعم في لبنان اعيدوا حساباتكم فانقلابكم فشل الي الخارج مرحبا بكم بغير لهجه الاستعلاء فانتم لستم اوصياء علي لبنان الي فضحناك علي الهواء مباشره وعينا عليك,News,Intelligence,yes,yes
